EdgeID,EdgeType,FromID,ToID,CableID,FiberCount,Length_m,Status,Notes,Enabled,FlowDirect
E-SP-0337-ONT-05721,Drop_Fiber,SP-0337,ONT-05721,DROP-ONT-05721,1,51.92,Active,Drop,1,1
E-SP-0337-ONT-05722,Drop_Fiber,SP-0337,ONT-05722,DROP-ONT-05722,1,53.8,Active,Drop,1,1
E-SP-0337-ONT-05723,Drop_Fiber,SP-0337,ONT-05723,DROP-ONT-05723,1,63.98,Planned,Drop,1,1
E-SP-0337-ONT-05724,Drop_Fiber,SP-0337,ONT-05724,DROP-ONT-05724,1,67.93,Active,Drop,1,1
E-SP-0337-ONT-05725,Drop_Fiber,SP-0337,ONT-05725,DROP-ONT-05725,1,57.49,Active,Drop,1,1
E-SP-0337-ONT-05726,Drop_Fiber,SP-0337,ONT-05726,DROP-ONT-05726,1,55.77,Planned,Drop,1,1
E-SP-0337-ONT-05727,Drop_Fiber,SP-0337,ONT-05727,DROP-ONT-05727,1,55.27,Active,Drop,1,1
E-SP-0337-ONT-05728,Drop_Fiber,SP-0337,ONT-05728,DROP-ONT-05728,1,60.76,Active,Drop,1,1
E-SP-0337-ONT-05729,Drop_Fiber,SP-0337,ONT-05729,DROP-ONT-05729,1,56.59,Active,Drop,1,1
E-SP-0338-ONT-05730,Drop_Fiber,SP-0338,ONT-05730,DROP-ONT-05730,1,67.74,Active,Drop,1,1
E-SP-0338-ONT-05731,Drop_Fiber,SP-0338,ONT-05731,DROP-ONT-05731,1,55.97,Active,Drop,1,1
E-SP-0338-ONT-05732,Drop_Fiber,SP-0338,ONT-05732,DROP-ONT-05732,1,60.76,Active,Drop,1,1
E-SP-0338-ONT-05733,Drop_Fiber,SP-0338,ONT-05733,DROP-ONT-05733,1,75.03,Active,Drop,1,1
E-SP-0338-ONT-05734,Drop_Fiber,SP-0338,ONT-05734,DROP-ONT-05734,1,78.23,Active,Drop,1,1
E-SP-0338-ONT-05735,Drop_Fiber,SP-0338,ONT-05735,DROP-ONT-05735,1,64.16,Active,Drop,1,1
E-SP-0338-ONT-05736,Drop_Fiber,SP-0338,ONT-05736,DROP-ONT-05736,1,63.9,Active,Drop,1,1
E-SP-0338-ONT-05737,Drop_Fiber,SP-0338,ONT-05737,DROP-ONT-05737,1,72.12,Active,Drop,1,1
E-SP-0338-ONT-05738,Drop_Fiber,SP-0338,ONT-05738,DROP-ONT-05738,1,55.87,Active,Drop,1,1
E-SP-0338-ONT-05739,Drop_Fiber,SP-0338,ONT-05739,DROP-ONT-05739,1,70.91,Active,Drop,1,1
E-SP-0338-ONT-05740,Drop_Fiber,SP-0338,ONT-05740,DROP-ONT-05740,1,57.4,Active,Drop,1,1
E-SP-0338-ONT-05741,Drop_Fiber,SP-0338,ONT-05741,DROP-ONT-05741,1,73.86,Active,Drop,1,1
E-SP-0338-ONT-05742,Drop_Fiber,SP-0338,ONT-05742,DROP-ONT-05742,1,71.72,Active,Drop,1,1
E-SP-0338-ONT-05743,Drop_Fiber,SP-0338,ONT-05743,DROP-ONT-05743,1,77.97,Active,Drop,1,1
E-SP-0338-ONT-05744,Drop_Fiber,SP-0338,ONT-05744,DROP-ONT-05744,1,54.17,Active,Drop,1,1
E-SP-0338-ONT-05745,Drop_Fiber,SP-0338,ONT-05745,DROP-ONT-05745,1,53.24,Active,Drop,1,1
E-SP-0338-ONT-05746,Drop_Fiber,SP-0338,ONT-05746,DROP-ONT-05746,1,63.85,Planned,Drop,1,1
E-SP-0339-ONT-05747,Drop_Fiber,SP-0339,ONT-05747,DROP-ONT-05747,1,72.61,Active,Drop,1,1
E-SP-0339-ONT-05748,Drop_Fiber,SP-0339,ONT-05748,DROP-ONT-05748,1,71.78,Active,Drop,1,1
E-SP-0339-ONT-05749,Drop_Fiber,SP-0339,ONT-05749,DROP-ONT-05749,1,54.15,Active,Drop,1,1
E-SP-0339-ONT-05750,Drop_Fiber,SP-0339,ONT-05750,DROP-ONT-05750,1,56.52,Active,Drop,1,1
E-SP-0339-ONT-05751,Drop_Fiber,SP-0339,ONT-05751,DROP-ONT-05751,1,73.99,Active,Drop,1,1
E-SP-0339-ONT-05752,Drop_Fiber,SP-0339,ONT-05752,DROP-ONT-05752,1,69.93,Active,Drop,1,1
E-SP-0339-ONT-05753,Drop_Fiber,SP-0339,ONT-05753,DROP-ONT-05753,1,69.46,Active,Drop,1,1
E-SP-0339-ONT-05754,Drop_Fiber,SP-0339,ONT-05754,DROP-ONT-05754,1,68.53,Active,Drop,1,1
E-SP-0339-ONT-05755,Drop_Fiber,SP-0339,ONT-05755,DROP-ONT-05755,1,65.44,Active,Drop,1,1
E-SP-0339-ONT-05756,Drop_Fiber,SP-0339,ONT-05756,DROP-ONT-05756,1,68.53,Active,Drop,1,1
E-SP-0339-ONT-05757,Drop_Fiber,SP-0339,ONT-05757,DROP-ONT-05757,1,72.55,Active,Drop,1,1
E-SP-0339-ONT-05758,Drop_Fiber,SP-0339,ONT-05758,DROP-ONT-05758,1,67.3,Active,Drop,1,1
E-SP-0339-ONT-05759,Drop_Fiber,SP-0339,ONT-05759,DROP-ONT-05759,1,55.87,Active,Drop,1,1
E-SP-0339-ONT-05760,Drop_Fiber,SP-0339,ONT-05760,DROP-ONT-05760,1,75.01,Active,Drop,1,1
E-SP-0339-ONT-05761,Drop_Fiber,SP-0339,ONT-05761,DROP-ONT-05761,1,65.34,Active,Drop,1,1
E-SP-0339-ONT-05762,Drop_Fiber,SP-0339,ONT-05762,DROP-ONT-05762,1,68.57,Active,Drop,1,1
E-SP-0339-ONT-05763,Drop_Fiber,SP-0339,ONT-05763,DROP-ONT-05763,1,73.05,Active,Drop,1,1
E-SP-0340-ONT-05764,Drop_Fiber,SP-0340,ONT-05764,DROP-ONT-05764,1,68.5,Active,Drop,1,1
E-SP-0340-ONT-05765,Drop_Fiber,SP-0340,ONT-05765,DROP-ONT-05765,1,52.23,Active,Drop,1,1
E-SP-0340-ONT-05766,Drop_Fiber,SP-0340,ONT-05766,DROP-ONT-05766,1,57.86,Active,Drop,1,1
E-SP-0340-ONT-05767,Drop_Fiber,SP-0340,ONT-05767,DROP-ONT-05767,1,56.72,Active,Drop,1,1
E-SP-0340-ONT-05768,Drop_Fiber,SP-0340,ONT-05768,DROP-ONT-05768,1,74.86,Active,Drop,1,1
E-SP-0340-ONT-05769,Drop_Fiber,SP-0340,ONT-05769,DROP-ONT-05769,1,54.88,Active,Drop,1,1
E-SP-0340-ONT-05770,Drop_Fiber,SP-0340,ONT-05770,DROP-ONT-05770,1,66.12,Active,Drop,1,1
E-SP-0340-ONT-05771,Drop_Fiber,SP-0340,ONT-05771,DROP-ONT-05771,1,69.02,Active,Drop,1,1
E-SP-0340-ONT-05772,Drop_Fiber,SP-0340,ONT-05772,DROP-ONT-05772,1,67.15,Active,Drop,1,1
E-SP-0340-ONT-05773,Drop_Fiber,SP-0340,ONT-05773,DROP-ONT-05773,1,67.73,Active,Drop,1,1
E-SP-0340-ONT-05774,Drop_Fiber,SP-0340,ONT-05774,DROP-ONT-05774,1,71.45,Active,Drop,1,1
E-SP-0340-ONT-05775,Drop_Fiber,SP-0340,ONT-05775,DROP-ONT-05775,1,77.43,Active,Drop,1,1
E-SP-0340-ONT-05776,Drop_Fiber,SP-0340,ONT-05776,DROP-ONT-05776,1,54.7,Active,Drop,1,1
E-SP-0340-ONT-05777,Drop_Fiber,SP-0340,ONT-05777,DROP-ONT-05777,1,59.78,Active,Drop,1,1
E-SP-0340-ONT-05778,Drop_Fiber,SP-0340,ONT-05778,DROP-ONT-05778,1,69.2,Active,Drop,1,1
E-SP-0340-ONT-05779,Drop_Fiber,SP-0340,ONT-05779,DROP-ONT-05779,1,62.55,Active,Drop,1,1
E-SP-0340-ONT-05780,Drop_Fiber,SP-0340,ONT-05780,DROP-ONT-05780,1,62.94,Active,Drop,1,1
E-SP-0341-ONT-05781,Drop_Fiber,SP-0341,ONT-05781,DROP-ONT-05781,1,61.93,Active,Drop,1,1
E-SP-0341-ONT-05782,Drop_Fiber,SP-0341,ONT-05782,DROP-ONT-05782,1,68.13,Active,Drop,1,1
E-SP-0341-ONT-05783,Drop_Fiber,SP-0341,ONT-05783,DROP-ONT-05783,1,73.05,Active,Drop,1,1
E-SP-0341-ONT-05784,Drop_Fiber,SP-0341,ONT-05784,DROP-ONT-05784,1,74.2,Active,Drop,1,1
E-SP-0341-ONT-05785,Drop_Fiber,SP-0341,ONT-05785,DROP-ONT-05785,1,76.8,Active,Drop,1,1
E-SP-0341-ONT-05786,Drop_Fiber,SP-0341,ONT-05786,DROP-ONT-05786,1,76.48,Active,Drop,1,1
E-SP-0341-ONT-05787,Drop_Fiber,SP-0341,ONT-05787,DROP-ONT-05787,1,58.32,Active,Drop,1,1
E-SP-0341-ONT-05788,Drop_Fiber,SP-0341,ONT-05788,DROP-ONT-05788,1,55.37,Active,Drop,1,1
E-SP-0341-ONT-05789,Drop_Fiber,SP-0341,ONT-05789,DROP-ONT-05789,1,64.54,Active,Drop,1,1
E-SP-0341-ONT-05790,Drop_Fiber,SP-0341,ONT-05790,DROP-ONT-05790,1,72.12,Planned,Drop,1,1
E-SP-0341-ONT-05791,Drop_Fiber,SP-0341,ONT-05791,DROP-ONT-05791,1,52.79,Active,Drop,1,1
E-SP-0341-ONT-05792,Drop_Fiber,SP-0341,ONT-05792,DROP-ONT-05792,1,74.76,Active,Drop,1,1
E-SP-0341-ONT-05793,Drop_Fiber,SP-0341,ONT-05793,DROP-ONT-05793,1,67.22,Active,Drop,1,1
E-SP-0341-ONT-05794,Drop_Fiber,SP-0341,ONT-05794,DROP-ONT-05794,1,68.48,Active,Drop,1,1
E-SP-0341-ONT-05795,Drop_Fiber,SP-0341,ONT-05795,DROP-ONT-05795,1,75.68,Active,Drop,1,1
E-SP-0341-ONT-05796,Drop_Fiber,SP-0341,ONT-05796,DROP-ONT-05796,1,65.71,Active,Drop,1,1
E-SP-0341-ONT-05797,Drop_Fiber,SP-0341,ONT-05797,DROP-ONT-05797,1,63.42,Active,Drop,1,1
E-SP-0342-ONT-05798,Drop_Fiber,SP-0342,ONT-05798,DROP-ONT-05798,1,58.69,Active,Drop,1,1
E-SP-0342-ONT-05799,Drop_Fiber,SP-0342,ONT-05799,DROP-ONT-05799,1,66.32,Active,Drop,1,1
E-SP-0342-ONT-05800,Drop_Fiber,SP-0342,ONT-05800,DROP-ONT-05800,1,55.43,Active,Drop,1,1
E-SP-0342-ONT-05801,Drop_Fiber,SP-0342,ONT-05801,DROP-ONT-05801,1,77.4,Active,Drop,1,1
E-SP-0342-ONT-05802,Drop_Fiber,SP-0342,ONT-05802,DROP-ONT-05802,1,77.16,Active,Drop,1,1
E-SP-0342-ONT-05803,Drop_Fiber,SP-0342,ONT-05803,DROP-ONT-05803,1,74.65,Active,Drop,1,1
E-SP-0342-ONT-05804,Drop_Fiber,SP-0342,ONT-05804,DROP-ONT-05804,1,58.02,Active,Drop,1,1
E-SP-0342-ONT-05805,Drop_Fiber,SP-0342,ONT-05805,DROP-ONT-05805,1,74.22,Active,Drop,1,1
E-SP-0342-ONT-05806,Drop_Fiber,SP-0342,ONT-05806,DROP-ONT-05806,1,59.47,Active,Drop,1,1
E-SP-0342-ONT-05807,Drop_Fiber,SP-0342,ONT-05807,DROP-ONT-05807,1,62.83,Active,Drop,1,1
E-SP-0342-ONT-05808,Drop_Fiber,SP-0342,ONT-05808,DROP-ONT-05808,1,63.13,Active,Drop,1,1
E-SP-0342-ONT-05809,Drop_Fiber,SP-0342,ONT-05809,DROP-ONT-05809,1,59.63,Active,Drop,1,1
E-SP-0342-ONT-05810,Drop_Fiber,SP-0342,ONT-05810,DROP-ONT-05810,1,79.03,Active,Drop,1,1
E-SP-0342-ONT-05811,Drop_Fiber,SP-0342,ONT-05811,DROP-ONT-05811,1,78.31,Active,Drop,1,1
E-SP-0342-ONT-05812,Drop_Fiber,SP-0342,ONT-05812,DROP-ONT-05812,1,63.37,Active,Drop,1,1
E-SP-0342-ONT-05813,Drop_Fiber,SP-0342,ONT-05813,DROP-ONT-05813,1,68.23,Active,Drop,1,1
E-SP-0342-ONT-05814,Drop_Fiber,SP-0342,ONT-05814,DROP-ONT-05814,1,63.91,Active,Drop,1,1
E-SP-0343-ONT-05815,Drop_Fiber,SP-0343,ONT-05815,DROP-ONT-05815,1,65.79,Active,Drop,1,1
E-SP-0343-ONT-05816,Drop_Fiber,SP-0343,ONT-05816,DROP-ONT-05816,1,73.65,Active,Drop,1,1
E-SP-0343-ONT-05817,Drop_Fiber,SP-0343,ONT-05817,DROP-ONT-05817,1,70.14,Active,Drop,1,1
E-SP-0343-ONT-05818,Drop_Fiber,SP-0343,ONT-05818,DROP-ONT-05818,1,73.36,Active,Drop,1,1
E-SP-0343-ONT-05819,Drop_Fiber,SP-0343,ONT-05819,DROP-ONT-05819,1,65.81,Active,Drop,1,1
E-SP-0343-ONT-05820,Drop_Fiber,SP-0343,ONT-05820,DROP-ONT-05820,1,62.84,Active,Drop,1,1
E-SP-0343-ONT-05821,Drop_Fiber,SP-0343,ONT-05821,DROP-ONT-05821,1,56.63,Active,Drop,1,1
E-SP-0343-ONT-05822,Drop_Fiber,SP-0343,ONT-05822,DROP-ONT-05822,1,71.27,Active,Drop,1,1
E-SP-0343-ONT-05823,Drop_Fiber,SP-0343,ONT-05823,DROP-ONT-05823,1,68.83,Active,Drop,1,1
E-SP-0343-ONT-05824,Drop_Fiber,SP-0343,ONT-05824,DROP-ONT-05824,1,51.55,Active,Drop,1,1
E-SP-0343-ONT-05825,Drop_Fiber,SP-0343,ONT-05825,DROP-ONT-05825,1,57.23,Active,Drop,1,1
E-SP-0343-ONT-05826,Drop_Fiber,SP-0343,ONT-05826,DROP-ONT-05826,1,66.87,Planned,Drop,1,1
E-SP-0343-ONT-05827,Drop_Fiber,SP-0343,ONT-05827,DROP-ONT-05827,1,59.93,Active,Drop,1,1
E-SP-0343-ONT-05828,Drop_Fiber,SP-0343,ONT-05828,DROP-ONT-05828,1,65.5,Active,Drop,1,1
E-SP-0343-ONT-05829,Drop_Fiber,SP-0343,ONT-05829,DROP-ONT-05829,1,64.49,Active,Drop,1,1
E-SP-0343-ONT-05830,Drop_Fiber,SP-0343,ONT-05830,DROP-ONT-05830,1,54.35,Active,Drop,1,1
E-SP-0343-ONT-05831,Drop_Fiber,SP-0343,ONT-05831,DROP-ONT-05831,1,69.97,Planned,Drop,1,1
E-SP-0344-ONT-05832,Drop_Fiber,SP-0344,ONT-05832,DROP-ONT-05832,1,54.39,Active,Drop,1,1
E-SP-0344-ONT-05833,Drop_Fiber,SP-0344,ONT-05833,DROP-ONT-05833,1,52.74,Active,Drop,1,1
E-SP-0344-ONT-05834,Drop_Fiber,SP-0344,ONT-05834,DROP-ONT-05834,1,57.33,Planned,Drop,1,1
E-SP-0344-ONT-05835,Drop_Fiber,SP-0344,ONT-05835,DROP-ONT-05835,1,77.23,Active,Drop,1,1
E-SP-0344-ONT-05836,Drop_Fiber,SP-0344,ONT-05836,DROP-ONT-05836,1,66.18,Active,Drop,1,1
E-SP-0344-ONT-05837,Drop_Fiber,SP-0344,ONT-05837,DROP-ONT-05837,1,68.01,Active,Drop,1,1
E-SP-0344-ONT-05838,Drop_Fiber,SP-0344,ONT-05838,DROP-ONT-05838,1,66.64,Active,Drop,1,1
E-SP-0344-ONT-05839,Drop_Fiber,SP-0344,ONT-05839,DROP-ONT-05839,1,59.69,Active,Drop,1,1
E-SP-0344-ONT-05840,Drop_Fiber,SP-0344,ONT-05840,DROP-ONT-05840,1,62.54,Active,Drop,1,1
E-SP-0344-ONT-05841,Drop_Fiber,SP-0344,ONT-05841,DROP-ONT-05841,1,62.59,Active,Drop,1,1
E-SP-0344-ONT-05842,Drop_Fiber,SP-0344,ONT-05842,DROP-ONT-05842,1,63.17,Active,Drop,1,1
E-SP-0344-ONT-05843,Drop_Fiber,SP-0344,ONT-05843,DROP-ONT-05843,1,58.24,Active,Drop,1,1
E-SP-0344-ONT-05844,Drop_Fiber,SP-0344,ONT-05844,DROP-ONT-05844,1,72.65,Active,Drop,1,1
E-SP-0344-ONT-05845,Drop_Fiber,SP-0344,ONT-05845,DROP-ONT-05845,1,66.21,Active,Drop,1,1
E-SP-0344-ONT-05846,Drop_Fiber,SP-0344,ONT-05846,DROP-ONT-05846,1,76.52,Active,Drop,1,1
E-SP-0344-ONT-05847,Drop_Fiber,SP-0344,ONT-05847,DROP-ONT-05847,1,61.75,Active,Drop,1,1
E-SP-0344-ONT-05848,Drop_Fiber,SP-0344,ONT-05848,DROP-ONT-05848,1,73.25,Active,Drop,1,1
E-SP-0345-ONT-05849,Drop_Fiber,SP-0345,ONT-05849,DROP-ONT-05849,1,73.29,Active,Drop,1,1
E-SP-0345-ONT-05850,Drop_Fiber,SP-0345,ONT-05850,DROP-ONT-05850,1,57.26,Active,Drop,1,1
E-SP-0345-ONT-05851,Drop_Fiber,SP-0345,ONT-05851,DROP-ONT-05851,1,58.17,Active,Drop,1,1
E-SP-0345-ONT-05852,Drop_Fiber,SP-0345,ONT-05852,DROP-ONT-05852,1,73.65,Active,Drop,1,1
E-SP-0345-ONT-05853,Drop_Fiber,SP-0345,ONT-05853,DROP-ONT-05853,1,66.82,Active,Drop,1,1
E-SP-0345-ONT-05854,Drop_Fiber,SP-0345,ONT-05854,DROP-ONT-05854,1,63.18,Active,Drop,1,1
E-SP-0345-ONT-05855,Drop_Fiber,SP-0345,ONT-05855,DROP-ONT-05855,1,76.0,Active,Drop,1,1
E-SP-0345-ONT-05856,Drop_Fiber,SP-0345,ONT-05856,DROP-ONT-05856,1,57.44,Active,Drop,1,1
E-SP-0345-ONT-05857,Drop_Fiber,SP-0345,ONT-05857,DROP-ONT-05857,1,66.08,Active,Drop,1,1
E-SP-0345-ONT-05858,Drop_Fiber,SP-0345,ONT-05858,DROP-ONT-05858,1,64.06,Active,Drop,1,1
E-SP-0345-ONT-05859,Drop_Fiber,SP-0345,ONT-05859,DROP-ONT-05859,1,67.96,Active,Drop,1,1
E-SP-0345-ONT-05860,Drop_Fiber,SP-0345,ONT-05860,DROP-ONT-05860,1,64.33,Active,Drop,1,1
E-SP-0345-ONT-05861,Drop_Fiber,SP-0345,ONT-05861,DROP-ONT-05861,1,69.86,Active,Drop,1,1
E-SP-0345-ONT-05862,Drop_Fiber,SP-0345,ONT-05862,DROP-ONT-05862,1,55.89,Active,Drop,1,1
E-SP-0345-ONT-05863,Drop_Fiber,SP-0345,ONT-05863,DROP-ONT-05863,1,54.83,Active,Drop,1,1
E-SP-0345-ONT-05864,Drop_Fiber,SP-0345,ONT-05864,DROP-ONT-05864,1,68.9,Active,Drop,1,1
E-SP-0345-ONT-05865,Drop_Fiber,SP-0345,ONT-05865,DROP-ONT-05865,1,63.66,Active,Drop,1,1
E-SP-0346-ONT-05866,Drop_Fiber,SP-0346,ONT-05866,DROP-ONT-05866,1,50.59,Active,Drop,1,1
E-SP-0346-ONT-05867,Drop_Fiber,SP-0346,ONT-05867,DROP-ONT-05867,1,70.43,Active,Drop,1,1
E-SP-0346-ONT-05868,Drop_Fiber,SP-0346,ONT-05868,DROP-ONT-05868,1,75.87,Active,Drop,1,1
E-SP-0346-ONT-05869,Drop_Fiber,SP-0346,ONT-05869,DROP-ONT-05869,1,77.11,Active,Drop,1,1
E-SP-0346-ONT-05870,Drop_Fiber,SP-0346,ONT-05870,DROP-ONT-05870,1,71.59,Active,Drop,1,1
E-SP-0346-ONT-05871,Drop_Fiber,SP-0346,ONT-05871,DROP-ONT-05871,1,65.8,Active,Drop,1,1
E-SP-0346-ONT-05872,Drop_Fiber,SP-0346,ONT-05872,DROP-ONT-05872,1,68.67,Active,Drop,1,1
E-SP-0346-ONT-05873,Drop_Fiber,SP-0346,ONT-05873,DROP-ONT-05873,1,56.72,Planned,Drop,1,1
E-SP-0346-ONT-05874,Drop_Fiber,SP-0346,ONT-05874,DROP-ONT-05874,1,72.29,Active,Drop,1,1
E-SP-0346-ONT-05875,Drop_Fiber,SP-0346,ONT-05875,DROP-ONT-05875,1,61.15,Active,Drop,1,1
E-SP-0346-ONT-05876,Drop_Fiber,SP-0346,ONT-05876,DROP-ONT-05876,1,52.28,Active,Drop,1,1
E-SP-0346-ONT-05877,Drop_Fiber,SP-0346,ONT-05877,DROP-ONT-05877,1,62.12,Active,Drop,1,1
E-SP-0346-ONT-05878,Drop_Fiber,SP-0346,ONT-05878,DROP-ONT-05878,1,73.12,Active,Drop,1,1
E-SP-0346-ONT-05879,Drop_Fiber,SP-0346,ONT-05879,DROP-ONT-05879,1,71.86,Active,Drop,1,1
E-SP-0346-ONT-05880,Drop_Fiber,SP-0346,ONT-05880,DROP-ONT-05880,1,62.51,Active,Drop,1,1
E-SP-0346-ONT-05881,Drop_Fiber,SP-0346,ONT-05881,DROP-ONT-05881,1,57.23,Active,Drop,1,1
E-SP-0346-ONT-05882,Drop_Fiber,SP-0346,ONT-05882,DROP-ONT-05882,1,53.61,Active,Drop,1,1
E-SP-0347-ONT-05883,Drop_Fiber,SP-0347,ONT-05883,DROP-ONT-05883,1,64.97,Active,Drop,1,1
E-SP-0347-ONT-05884,Drop_Fiber,SP-0347,ONT-05884,DROP-ONT-05884,1,53.14,Active,Drop,1,1
E-SP-0347-ONT-05885,Drop_Fiber,SP-0347,ONT-05885,DROP-ONT-05885,1,65.12,Active,Drop,1,1
E-SP-0347-ONT-05886,Drop_Fiber,SP-0347,ONT-05886,DROP-ONT-05886,1,61.94,Active,Drop,1,1
E-SP-0347-ONT-05887,Drop_Fiber,SP-0347,ONT-05887,DROP-ONT-05887,1,77.49,Active,Drop,1,1
E-SP-0347-ONT-05888,Drop_Fiber,SP-0347,ONT-05888,DROP-ONT-05888,1,70.5,Active,Drop,1,1
E-SP-0347-ONT-05889,Drop_Fiber,SP-0347,ONT-05889,DROP-ONT-05889,1,72.77,Active,Drop,1,1
E-SP-0347-ONT-05890,Drop_Fiber,SP-0347,ONT-05890,DROP-ONT-05890,1,58.02,Active,Drop,1,1
E-SP-0347-ONT-05891,Drop_Fiber,SP-0347,ONT-05891,DROP-ONT-05891,1,66.95,Active,Drop,1,1
E-SP-0347-ONT-05892,Drop_Fiber,SP-0347,ONT-05892,DROP-ONT-05892,1,51.97,Active,Drop,1,1
E-SP-0347-ONT-05893,Drop_Fiber,SP-0347,ONT-05893,DROP-ONT-05893,1,66.11,Active,Drop,1,1
E-SP-0347-ONT-05894,Drop_Fiber,SP-0347,ONT-05894,DROP-ONT-05894,1,58.17,Active,Drop,1,1
E-SP-0347-ONT-05895,Drop_Fiber,SP-0347,ONT-05895,DROP-ONT-05895,1,74.48,Active,Drop,1,1
E-SP-0347-ONT-05896,Drop_Fiber,SP-0347,ONT-05896,DROP-ONT-05896,1,60.24,Active,Drop,1,1
E-SP-0347-ONT-05897,Drop_Fiber,SP-0347,ONT-05897,DROP-ONT-05897,1,63.09,Active,Drop,1,1
E-SP-0347-ONT-05898,Drop_Fiber,SP-0347,ONT-05898,DROP-ONT-05898,1,62.3,Active,Drop,1,1
E-SP-0347-ONT-05899,Drop_Fiber,SP-0347,ONT-05899,DROP-ONT-05899,1,63.33,Active,Drop,1,1
E-SP-0348-ONT-05900,Drop_Fiber,SP-0348,ONT-05900,DROP-ONT-05900,1,70.53,Active,Drop,1,1
E-SP-0348-ONT-05901,Drop_Fiber,SP-0348,ONT-05901,DROP-ONT-05901,1,68.95,Active,Drop,1,1
E-SP-0348-ONT-05902,Drop_Fiber,SP-0348,ONT-05902,DROP-ONT-05902,1,69.73,Active,Drop,1,1
E-SP-0348-ONT-05903,Drop_Fiber,SP-0348,ONT-05903,DROP-ONT-05903,1,65.66,Planned,Drop,1,1
E-SP-0348-ONT-05904,Drop_Fiber,SP-0348,ONT-05904,DROP-ONT-05904,1,60.64,Active,Drop,1,1
E-SP-0348-ONT-05905,Drop_Fiber,SP-0348,ONT-05905,DROP-ONT-05905,1,62.88,Active,Drop,1,1
E-SP-0348-ONT-05906,Drop_Fiber,SP-0348,ONT-05906,DROP-ONT-05906,1,70.53,Active,Drop,1,1
E-SP-0348-ONT-05907,Drop_Fiber,SP-0348,ONT-05907,DROP-ONT-05907,1,62.16,Active,Drop,1,1
E-SP-0348-ONT-05908,Drop_Fiber,SP-0348,ONT-05908,DROP-ONT-05908,1,60.76,Active,Drop,1,1
E-SP-0348-ONT-05909,Drop_Fiber,SP-0348,ONT-05909,DROP-ONT-05909,1,65.99,Active,Drop,1,1
E-SP-0348-ONT-05910,Drop_Fiber,SP-0348,ONT-05910,DROP-ONT-05910,1,62.2,Active,Drop,1,1
E-SP-0348-ONT-05911,Drop_Fiber,SP-0348,ONT-05911,DROP-ONT-05911,1,57.13,Active,Drop,1,1
E-SP-0348-ONT-05912,Drop_Fiber,SP-0348,ONT-05912,DROP-ONT-05912,1,75.87,Active,Drop,1,1
E-SP-0348-ONT-05913,Drop_Fiber,SP-0348,ONT-05913,DROP-ONT-05913,1,60.73,Active,Drop,1,1
E-SP-0348-ONT-05914,Drop_Fiber,SP-0348,ONT-05914,DROP-ONT-05914,1,60.61,Active,Drop,1,1
E-SP-0348-ONT-05915,Drop_Fiber,SP-0348,ONT-05915,DROP-ONT-05915,1,64.71,Active,Drop,1,1
E-SP-0348-ONT-05916,Drop_Fiber,SP-0348,ONT-05916,DROP-ONT-05916,1,61.32,Active,Drop,1,1
E-SP-0349-ONT-05917,Drop_Fiber,SP-0349,ONT-05917,DROP-ONT-05917,1,70.56,Active,Drop,1,1
E-SP-0349-ONT-05918,Drop_Fiber,SP-0349,ONT-05918,DROP-ONT-05918,1,60.03,Active,Drop,1,1
E-SP-0349-ONT-05919,Drop_Fiber,SP-0349,ONT-05919,DROP-ONT-05919,1,53.93,Active,Drop,1,1
E-SP-0349-ONT-05920,Drop_Fiber,SP-0349,ONT-05920,DROP-ONT-05920,1,71.32,Active,Drop,1,1
E-SP-0349-ONT-05921,Drop_Fiber,SP-0349,ONT-05921,DROP-ONT-05921,1,62.01,Active,Drop,1,1
E-SP-0349-ONT-05922,Drop_Fiber,SP-0349,ONT-05922,DROP-ONT-05922,1,66.28,Active,Drop,1,1
E-SP-0349-ONT-05923,Drop_Fiber,SP-0349,ONT-05923,DROP-ONT-05923,1,60.35,Active,Drop,1,1
E-SP-0349-ONT-05924,Drop_Fiber,SP-0349,ONT-05924,DROP-ONT-05924,1,68.21,Active,Drop,1,1
E-SP-0349-ONT-05925,Drop_Fiber,SP-0349,ONT-05925,DROP-ONT-05925,1,73.5,Active,Drop,1,1
E-SP-0349-ONT-05926,Drop_Fiber,SP-0349,ONT-05926,DROP-ONT-05926,1,69.97,Active,Drop,1,1
E-SP-0349-ONT-05927,Drop_Fiber,SP-0349,ONT-05927,DROP-ONT-05927,1,56.21,Active,Drop,1,1
E-SP-0349-ONT-05928,Drop_Fiber,SP-0349,ONT-05928,DROP-ONT-05928,1,66.87,Active,Drop,1,1
E-SP-0349-ONT-05929,Drop_Fiber,SP-0349,ONT-05929,DROP-ONT-05929,1,77.66,Active,Drop,1,1
E-SP-0349-ONT-05930,Drop_Fiber,SP-0349,ONT-05930,DROP-ONT-05930,1,55.76,Active,Drop,1,1
E-SP-0349-ONT-05931,Drop_Fiber,SP-0349,ONT-05931,DROP-ONT-05931,1,54.68,Active,Drop,1,1
E-SP-0349-ONT-05932,Drop_Fiber,SP-0349,ONT-05932,DROP-ONT-05932,1,58.31,Active,Drop,1,1
E-SP-0349-ONT-05933,Drop_Fiber,SP-0349,ONT-05933,DROP-ONT-05933,1,59.26,Active,Drop,1,1
E-SP-0350-ONT-05934,Drop_Fiber,SP-0350,ONT-05934,DROP-ONT-05934,1,60.02,Active,Drop,1,1
