JunctionID,JuncType,Name,Lon,Lat,Level,ParentID,Status,Capacity,Notes,Enabled,AncillaryR
ONT-01718,Home_ONT,Home_ONT-01718,69.1610228,34.52573684,6,SP-0102,Active,1,Customer ONT,1,2
ONT-01719,Home_ONT,Home_ONT-01719,69.16111585,34.52598905,6,SP-0102,Active,1,Customer ONT,1,2
ONT-01720,Home_ONT,Home_ONT-01720,69.1610629,34.52622028,6,SP-0102,Active,1,Customer ONT,1,2
ONT-01721,Home_ONT,Home_ONT-01721,69.16080161,34.52630476,6,SP-0102,Active,1,Customer ONT,1,2
ONT-01722,Home_ONT,Home_ONT-01722,69.16051331,34.52633896,6,SP-0102,Active,1,Customer ONT,1,2
ONT-01723,Home_ONT,Home_ONT-01723,69.16028584,34.52634169,6,SP-0102,Active,1,Customer ONT,1,2
ONT-01724,Home_ONT,Home_ONT-01724,69.16003788,34.52631675,6,SP-0102,Active,1,Customer ONT,1,2
ONT-01725,Home_ONT,Home_ONT-01725,69.15987144,34.52608116,6,SP-0102,Active,1,Customer ONT,1,2
ONT-01726,Home_ONT,Home_ONT-01726,69.15969879,34.52587087,6,SP-0102,Active,1,Customer ONT,1,2
ONT-01727,Home_ONT,Home_ONT-01727,69.15971122,34.52565027,6,SP-0102,Active,1,Customer ONT,1,2
ONT-01728,Home_ONT,Home_ONT-01728,69.15984627,34.52541918,6,SP-0102,Active,1,Customer ONT,1,2
ONT-01729,Home_ONT,Home_ONT-01729,69.15999576,34.52521503,6,SP-0102,Active,1,Customer ONT,1,2
ONT-01730,Home_ONT,Home_ONT-01730,69.16029611,34.52516317,6,SP-0102,Active,1,Customer ONT,1,2
ONT-01731,Home_ONT,Home_ONT-01731,69.16053749,34.52523708,6,SP-0102,Active,1,Customer ONT,1,2
ONT-01732,Home_ONT,Home_ONT-01732,69.16073326,34.52526622,6,SP-0102,Active,1,Customer ONT,1,2
ONT-01733,Home_ONT,Home_ONT-01733,69.16089828,34.52543202,6,SP-0102,Active,1,Customer ONT,1,2
ONT-01734,Home_ONT,Home_ONT-01734,69.16114144,34.52552908,6,SP-0102,Active,1,Customer ONT,1,2
ONT-01735,Home_ONT,Home_ONT-01735,69.16013001,34.52613446,6,SP-0103,Active,1,Customer ONT,1,2
ONT-01736,Home_ONT,Home_ONT-01736,69.15992272,34.52630759,6,SP-0103,Active,1,Customer ONT,1,2
ONT-01737,Home_ONT,Home_ONT-01737,69.15997305,34.52653623,6,SP-0103,Active,1,Customer ONT,1,2
ONT-01738,Home_ONT,Home_ONT-01738,69.15975556,34.52668428,6,SP-0103,Active,1,Customer ONT,1,2
ONT-01739,Home_ONT,Home_ONT-01739,69.15949082,34.52674178,6,SP-0103,Active,1,Customer ONT,1,2
ONT-01740,Home_ONT,Home_ONT-01740,69.15919507,34.52671896,6,SP-0103,Active,1,Customer ONT,1,2
ONT-01741,Home_ONT,Home_ONT-01741,69.15893468,34.5266509,6,SP-0103,Active,1,Customer ONT,1,2
ONT-01742,Home_ONT,Home_ONT-01742,69.15887286,34.52640718,6,SP-0103,Active,1,Customer ONT,1,2
ONT-01743,Home_ONT,Home_ONT-01743,69.15884449,34.52621845,6,SP-0103,Active,1,Customer ONT,1,2
ONT-01744,Home_ONT,Home_ONT-01744,69.15864396,34.5259798,6,SP-0103,Active,1,Customer ONT,1,2
ONT-01745,Home_ONT,Home_ONT-01745,69.15877223,34.52574754,6,SP-0103,Active,1,Customer ONT,1,2
ONT-01746,Home_ONT,Home_ONT-01746,69.1589568,34.52554298,6,SP-0103,Active,1,Customer ONT,1,2
ONT-01747,Home_ONT,Home_ONT-01747,69.15920652,34.52542137,6,SP-0103,Active,1,Customer ONT,1,2
ONT-01748,Home_ONT,Home_ONT-01748,69.1594912,34.52543892,6,SP-0103,Active,1,Customer ONT,1,2
ONT-01749,Home_ONT,Home_ONT-01749,69.15971754,34.5254589,6,SP-0103,Active,1,Customer ONT,1,2
ONT-01750,Home_ONT,Home_ONT-01750,69.15987896,34.52569679,6,SP-0103,Active,1,Customer ONT,1,2
ONT-01751,Home_ONT,Home_ONT-01751,69.16004359,34.52588903,6,SP-0103,Active,1,Customer ONT,1,2
ONT-01752,Home_ONT,Home_ONT-01752,69.15866491,34.52593014,6,SP-0104,Active,1,Customer ONT,1,2
ONT-01753,Home_ONT,Home_ONT-01753,69.15870316,34.52613849,6,SP-0104,Active,1,Customer ONT,1,2
ONT-01754,Home_ONT,Home_ONT-01754,69.15855327,34.52629357,6,SP-0104,Active,1,Customer ONT,1,2
ONT-01755,Home_ONT,Home_ONT-01755,69.15835201,34.52638294,6,SP-0104,Active,1,Customer ONT,1,2
ONT-01756,Home_ONT,Home_ONT-01756,69.15813925,34.52643788,6,SP-0104,Active,1,Customer ONT,1,2
ONT-01757,Home_ONT,Home_ONT-01757,69.15792851,34.52646841,6,SP-0104,Active,1,Customer ONT,1,2
ONT-01758,Home_ONT,Home_ONT-01758,69.15765443,34.52645814,6,SP-0104,Active,1,Customer ONT,1,2
ONT-01759,Home_ONT,Home_ONT-01759,69.15754462,34.52627955,6,SP-0104,Active,1,Customer ONT,1,2
ONT-01760,Home_ONT,Home_ONT-01760,69.15747281,34.52605125,6,SP-0104,Active,1,Customer ONT,1,2
ONT-01761,Home_ONT,Home_ONT-01761,69.15746853,34.52581804,6,SP-0104,Active,1,Customer ONT,1,2
ONT-01762,Home_ONT,Home_ONT-01762,69.1575369,34.52564215,6,SP-0104,Planned,1,Customer ONT,1,2
ONT-01763,Home_ONT,Home_ONT-01763,69.15766781,34.5253883,6,SP-0104,Active,1,Customer ONT,1,2
ONT-01764,Home_ONT,Home_ONT-01764,69.15791272,34.52531889,6,SP-0104,Active,1,Customer ONT,1,2
ONT-01765,Home_ONT,Home_ONT-01765,69.15814906,34.52533745,6,SP-0104,Active,1,Customer ONT,1,2
ONT-01766,Home_ONT,Home_ONT-01766,69.15842714,34.52527963,6,SP-0104,Active,1,Customer ONT,1,2
ONT-01767,Home_ONT,Home_ONT-01767,69.15864658,34.52548503,6,SP-0104,Active,1,Customer ONT,1,2
ONT-01768,Home_ONT,Home_ONT-01768,69.15869573,34.52570188,6,SP-0104,Active,1,Customer ONT,1,2
ONT-01769,Home_ONT,Home_ONT-01769,69.15865755,34.52470781,6,SP-0105,Active,1,Customer ONT,1,2
ONT-01770,Home_ONT,Home_ONT-01770,69.15868474,34.5249194,6,SP-0105,Active,1,Customer ONT,1,2
ONT-01771,Home_ONT,Home_ONT-01771,69.15854085,34.52512344,6,SP-0105,Active,1,Customer ONT,1,2
ONT-01772,Home_ONT,Home_ONT-01772,69.15835071,34.52528195,6,SP-0105,Active,1,Customer ONT,1,2
ONT-01773,Home_ONT,Home_ONT-01773,69.15805716,34.52538979,6,SP-0105,Active,1,Customer ONT,1,2
ONT-01774,Home_ONT,Home_ONT-01774,69.15781853,34.52524159,6,SP-0105,Active,1,Customer ONT,1,2
ONT-01775,Home_ONT,Home_ONT-01775,69.15762955,34.52514902,6,SP-0105,Active,1,Customer ONT,1,2
ONT-01776,Home_ONT,Home_ONT-01776,69.15737085,34.52499654,6,SP-0105,Active,1,Customer ONT,1,2
ONT-01777,Home_ONT,Home_ONT-01777,69.15733508,34.52482371,6,SP-0105,Active,1,Customer ONT,1,2
ONT-01778,Home_ONT,Home_ONT-01778,69.15740737,34.52460712,6,SP-0105,Active,1,Customer ONT,1,2
ONT-01779,Home_ONT,Home_ONT-01779,69.15740246,34.52434202,6,SP-0105,Active,1,Customer ONT,1,2
ONT-01780,Home_ONT,Home_ONT-01780,69.15753652,34.52416335,6,SP-0105,Active,1,Customer ONT,1,2
ONT-01781,Home_ONT,Home_ONT-01781,69.15778385,34.52403278,6,SP-0105,Active,1,Customer ONT,1,2
ONT-01782,Home_ONT,Home_ONT-01782,69.15803603,34.52415891,6,SP-0105,Active,1,Customer ONT,1,2
ONT-01783,Home_ONT,Home_ONT-01783,69.15826738,34.5241216,6,SP-0105,Active,1,Customer ONT,1,2
ONT-01784,Home_ONT,Home_ONT-01784,69.15855329,34.52418329,6,SP-0105,Active,1,Customer ONT,1,2
ONT-01785,Home_ONT,Home_ONT-01785,69.15857117,34.524486,6,SP-0105,Active,1,Customer ONT,1,2
ONT-01786,Home_ONT,Home_ONT-01786,69.15799068,34.52383373,6,SP-0106,Active,1,Customer ONT,1,2
ONT-01787,Home_ONT,Home_ONT-01787,69.15795216,34.52403938,6,SP-0106,Active,1,Customer ONT,1,2
ONT-01788,Home_ONT,Home_ONT-01788,69.15781601,34.52417938,6,SP-0106,Active,1,Customer ONT,1,2
ONT-01789,Home_ONT,Home_ONT-01789,69.15765105,34.52427113,6,SP-0106,Active,1,Customer ONT,1,2
ONT-01790,Home_ONT,Home_ONT-01790,69.15741189,34.52443465,6,SP-0106,Active,1,Customer ONT,1,2
ONT-01791,Home_ONT,Home_ONT-01791,69.15714388,34.52444891,6,SP-0106,Active,1,Customer ONT,1,2
ONT-01792,Home_ONT,Home_ONT-01792,69.15688602,34.52436419,6,SP-0106,Active,1,Customer ONT,1,2
ONT-01793,Home_ONT,Home_ONT-01793,69.15683513,34.52415783,6,SP-0106,Planned,1,Customer ONT,1,2
ONT-01794,Home_ONT,Home_ONT-01794,69.15663997,34.52395079,6,SP-0106,Active,1,Customer ONT,1,2
ONT-01795,Home_ONT,Home_ONT-01795,69.15680378,34.52371923,6,SP-0106,Active,1,Customer ONT,1,2
ONT-01796,Home_ONT,Home_ONT-01796,69.15679363,34.52346208,6,SP-0106,Active,1,Customer ONT,1,2
ONT-01797,Home_ONT,Home_ONT-01797,69.15693997,34.52331284,6,SP-0106,Active,1,Customer ONT,1,2
ONT-01798,Home_ONT,Home_ONT-01798,69.15716935,34.52321601,6,SP-0106,Active,1,Customer ONT,1,2
ONT-01799,Home_ONT,Home_ONT-01799,69.15747688,34.52311178,6,SP-0106,Active,1,Customer ONT,1,2
ONT-01800,Home_ONT,Home_ONT-01800,69.15766695,34.52335071,6,SP-0106,Active,1,Customer ONT,1,2
ONT-01801,Home_ONT,Home_ONT-01801,69.15792538,34.52334764,6,SP-0106,Active,1,Customer ONT,1,2
ONT-01802,Home_ONT,Home_ONT-01802,69.15804404,34.523569,6,SP-0106,Active,1,Customer ONT,1,2
ONT-01803,Home_ONT,Home_ONT-01803,69.15799698,34.52263235,6,SP-0107,Active,1,Customer ONT,1,2
ONT-01804,Home_ONT,Home_ONT-01804,69.15791075,34.52284279,6,SP-0107,Active,1,Customer ONT,1,2
ONT-01805,Home_ONT,Home_ONT-01805,69.15779979,34.52304543,6,SP-0107,Active,1,Customer ONT,1,2
ONT-01806,Home_ONT,Home_ONT-01806,69.15754202,34.52312469,6,SP-0107,Active,1,Customer ONT,1,2
ONT-01807,Home_ONT,Home_ONT-01807,69.1573491,34.52324105,6,SP-0107,Active,1,Customer ONT,1,2
ONT-01808,Home_ONT,Home_ONT-01808,69.15713138,34.52317324,6,SP-0107,Active,1,Customer ONT,1,2
ONT-01809,Home_ONT,Home_ONT-01809,69.15682615,34.52322291,6,SP-0107,Planned,1,Customer ONT,1,2
ONT-01810,Home_ONT,Home_ONT-01810,69.15678138,34.52292008,6,SP-0107,Active,1,Customer ONT,1,2
ONT-01811,Home_ONT,Home_ONT-01811,69.15665339,34.52273331,6,SP-0107,Active,1,Customer ONT,1,2
ONT-01812,Home_ONT,Home_ONT-01812,69.15650726,34.52249942,6,SP-0107,Active,1,Customer ONT,1,2
ONT-01813,Home_ONT,Home_ONT-01813,69.15674115,34.52235894,6,SP-0107,Active,1,Customer ONT,1,2
ONT-01814,Home_ONT,Home_ONT-01814,69.15682081,34.52205986,6,SP-0107,Active,1,Customer ONT,1,2
ONT-01815,Home_ONT,Home_ONT-01815,69.15703598,34.52199382,6,SP-0107,Active,1,Customer ONT,1,2
ONT-01816,Home_ONT,Home_ONT-01816,69.15735466,34.52194013,6,SP-0107,Active,1,Customer ONT,1,2
ONT-01817,Home_ONT,Home_ONT-01817,69.15762834,34.52206765,6,SP-0107,Active,1,Customer ONT,1,2
ONT-01818,Home_ONT,Home_ONT-01818,69.15779471,34.52217912,6,SP-0107,Active,1,Customer ONT,1,2
ONT-01819,Home_ONT,Home_ONT-01819,69.15801759,34.52242889,6,SP-0107,Active,1,Customer ONT,1,2
ONT-01820,Home_ONT,Home_ONT-01820,69.15925877,34.5222896,6,SP-0108,Active,1,Customer ONT,1,2
ONT-01821,Home_ONT,Home_ONT-01821,69.15917188,34.52247437,6,SP-0108,Active,1,Customer ONT,1,2
ONT-01822,Home_ONT,Home_ONT-01822,69.1591234,34.52267703,6,SP-0108,Active,1,Customer ONT,1,2
ONT-01823,Home_ONT,Home_ONT-01823,69.15897509,34.52290665,6,SP-0108,Active,1,Customer ONT,1,2
ONT-01824,Home_ONT,Home_ONT-01824,69.15869099,34.52296924,6,SP-0108,Active,1,Customer ONT,1,2
ONT-01825,Home_ONT,Home_ONT-01825,69.15845487,34.52276191,6,SP-0108,Active,1,Customer ONT,1,2
ONT-01826,Home_ONT,Home_ONT-01826,69.15816437,34.52285246,6,SP-0108,Active,1,Customer ONT,1,2
ONT-01827,Home_ONT,Home_ONT-01827,69.15795377,34.52265221,6,SP-0108,Active,1,Customer ONT,1,2
ONT-01828,Home_ONT,Home_ONT-01828,69.15804851,34.52234775,6,SP-0108,Active,1,Customer ONT,1,2
ONT-01829,Home_ONT,Home_ONT-01829,69.15785724,34.5221798,6,SP-0108,Active,1,Customer ONT,1,2
ONT-01830,Home_ONT,Home_ONT-01830,69.15800556,34.52192969,6,SP-0108,Active,1,Customer ONT,1,2
ONT-01831,Home_ONT,Home_ONT-01831,69.15827729,34.52186291,6,SP-0108,Active,1,Customer ONT,1,2
ONT-01832,Home_ONT,Home_ONT-01832,69.15844597,34.52174822,6,SP-0108,Active,1,Customer ONT,1,2
ONT-01833,Home_ONT,Home_ONT-01833,69.15865047,34.5217643,6,SP-0108,Active,1,Customer ONT,1,2
ONT-01834,Home_ONT,Home_ONT-01834,69.15898273,34.52166751,6,SP-0108,Active,1,Customer ONT,1,2
ONT-01835,Home_ONT,Home_ONT-01835,69.15917228,34.52180375,6,SP-0108,Active,1,Customer ONT,1,2
ONT-01836,Home_ONT,Home_ONT-01836,69.15918918,34.5220917,6,SP-0108,Active,1,Customer ONT,1,2
ONT-01837,Home_ONT,Home_ONT-01837,69.15997202,34.52154879,6,SP-0109,Active,1,Customer ONT,1,2
ONT-01838,Home_ONT,Home_ONT-01838,69.15999681,34.52177403,6,SP-0109,Active,1,Customer ONT,1,2
ONT-01839,Home_ONT,Home_ONT-01839,69.15993881,34.52202502,6,SP-0109,Active,1,Customer ONT,1,2
ONT-01840,Home_ONT,Home_ONT-01840,69.15971932,34.52217205,6,SP-0109,Active,1,Customer ONT,1,2
ONT-01841,Home_ONT,Home_ONT-01841,69.15944989,34.52212322,6,SP-0109,Active,1,Customer ONT,1,2
ONT-01842,Home_ONT,Home_ONT-01842,69.15917668,34.52215551,6,SP-0109,Active,1,Customer ONT,1,2
ONT-01843,Home_ONT,Home_ONT-01843,69.15896537,34.52206176,6,SP-0109,Active,1,Customer ONT,1,2
ONT-01844,Home_ONT,Home_ONT-01844,69.15888917,34.5218418,6,SP-0109,Planned,1,Customer ONT,1,2
ONT-01845,Home_ONT,Home_ONT-01845,69.15861686,34.52169509,6,SP-0109,Active,1,Customer ONT,1,2
ONT-01846,Home_ONT,Home_ONT-01846,69.15875224,34.52142385,6,SP-0109,Active,1,Customer ONT,1,2
ONT-01847,Home_ONT,Home_ONT-01847,69.15885578,34.52123142,6,SP-0109,Active,1,Customer ONT,1,2
ONT-01848,Home_ONT,Home_ONT-01848,69.15894726,34.52102218,6,SP-0109,Active,1,Customer ONT,1,2
ONT-01849,Home_ONT,Home_ONT-01849,69.15922149,34.52097851,6,SP-0109,Active,1,Customer ONT,1,2
ONT-01850,Home_ONT,Home_ONT-01850,69.15949823,34.52086895,6,SP-0109,Active,1,Customer ONT,1,2
ONT-01851,Home_ONT,Home_ONT-01851,69.15975233,34.5209133,6,SP-0109,Active,1,Customer ONT,1,2
ONT-01852,Home_ONT,Home_ONT-01852,69.15980989,34.52121401,6,SP-0109,Active,1,Customer ONT,1,2
ONT-01853,Home_ONT,Home_ONT-01853,69.15995173,34.52133538,6,SP-0109,Active,1,Customer ONT,1,2
ONT-01854,Home_ONT,Home_ONT-01854,69.16138447,34.52122436,6,SP-0110,Planned,1,Customer ONT,1,2
ONT-01855,Home_ONT,Home_ONT-01855,69.16138964,34.52142656,6,SP-0110,Active,1,Customer ONT,1,2
ONT-01856,Home_ONT,Home_ONT-01856,69.16117078,34.52163016,6,SP-0110,Active,1,Customer ONT,1,2
ONT-01857,Home_ONT,Home_ONT-01857,69.16100771,34.52177517,6,SP-0110,Planned,1,Customer ONT,1,2
ONT-01858,Home_ONT,Home_ONT-01858,69.16072998,34.52187267,6,SP-0110,Active,1,Customer ONT,1,2
ONT-01859,Home_ONT,Home_ONT-01859,69.16045063,34.521881,6,SP-0110,Planned,1,Customer ONT,1,2
ONT-01860,Home_ONT,Home_ONT-01860,69.16024278,34.52164859,6,SP-0110,Active,1,Customer ONT,1,2
ONT-01861,Home_ONT,Home_ONT-01861,69.16001049,34.52151896,6,SP-0110,Active,1,Customer ONT,1,2
ONT-01862,Home_ONT,Home_ONT-01862,69.16001157,34.52127666,6,SP-0110,Active,1,Customer ONT,1,2
ONT-01863,Home_ONT,Home_ONT-01863,69.15993982,34.52104999,6,SP-0110,Active,1,Customer ONT,1,2
ONT-01864,Home_ONT,Home_ONT-01864,69.15998797,34.52083236,6,SP-0110,Active,1,Customer ONT,1,2
ONT-01865,Home_ONT,Home_ONT-01865,69.16021303,34.5206481,6,SP-0110,Active,1,Customer ONT,1,2
ONT-01866,Home_ONT,Home_ONT-01866,69.16047509,34.52067968,6,SP-0110,Active,1,Customer ONT,1,2
ONT-01867,Home_ONT,Home_ONT-01867,69.16068519,34.52064144,6,SP-0110,Active,1,Customer ONT,1,2
ONT-01868,Home_ONT,Home_ONT-01868,69.16096983,34.52062679,6,SP-0110,Active,1,Customer ONT,1,2
ONT-01869,Home_ONT,Home_ONT-01869,69.16112902,34.5208087,6,SP-0110,Planned,1,Customer ONT,1,2
ONT-01870,Home_ONT,Home_ONT-01870,69.16131504,34.52094944,6,SP-0110,Active,1,Customer ONT,1,2
ONT-01871,Home_ONT,Home_ONT-01871,69.16204226,34.52227702,6,SP-0111,Active,1,Customer ONT,1,2
ONT-01872,Home_ONT,Home_ONT-01872,69.16185748,34.52246979,6,SP-0111,Active,1,Customer ONT,1,2
ONT-01873,Home_ONT,Home_ONT-01873,69.16183633,34.52266905,6,SP-0111,Active,1,Customer ONT,1,2
ONT-01874,Home_ONT,Home_ONT-01874,69.16169296,34.52288439,6,SP-0111,Active,1,Customer ONT,1,2
ONT-01875,Home_ONT,Home_ONT-01875,69.16138925,34.52290059,6,SP-0111,Active,1,Customer ONT,1,2
ONT-01876,Home_ONT,Home_ONT-01876,69.16114358,34.52285195,6,SP-0111,Active,1,Customer ONT,1,2
ONT-01877,Home_ONT,Home_ONT-01877,69.16095389,34.52275797,6,SP-0111,Active,1,Customer ONT,1,2
ONT-01878,Home_ONT,Home_ONT-01878,69.16085228,34.52257829,6,SP-0111,Active,1,Customer ONT,1,2
ONT-01879,Home_ONT,Home_ONT-01879,69.16066317,34.52239629,6,SP-0111,Active,1,Customer ONT,1,2
ONT-01880,Home_ONT,Home_ONT-01880,69.16069451,34.52214302,6,SP-0111,Active,1,Customer ONT,1,2
ONT-01881,Home_ONT,Home_ONT-01881,69.16069793,34.5219113,6,SP-0111,Active,1,Customer ONT,1,2
ONT-01882,Home_ONT,Home_ONT-01882,69.16097619,34.52186871,6,SP-0111,Active,1,Customer ONT,1,2
ONT-01883,Home_ONT,Home_ONT-01883,69.16114473,34.52168171,6,SP-0111,Active,1,Customer ONT,1,2
ONT-01884,Home_ONT,Home_ONT-01884,69.16139455,34.5217311,6,SP-0111,Active,1,Customer ONT,1,2
ONT-01885,Home_ONT,Home_ONT-01885,69.16172947,34.52165909,6,SP-0111,Active,1,Customer ONT,1,2
ONT-01886,Home_ONT,Home_ONT-01886,69.16175813,34.52193166,6,SP-0111,Active,1,Customer ONT,1,2
ONT-01887,Home_ONT,Home_ONT-01887,69.16193712,34.52206597,6,SP-0111,Active,1,Customer ONT,1,2
ONT-01888,Home_ONT,Home_ONT-01888,69.16296418,34.52282734,6,SP-0112,Active,1,Customer ONT,1,2
ONT-01889,Home_ONT,Home_ONT-01889,69.16295922,34.52301989,6,SP-0112,Active,1,Customer ONT,1,2
ONT-01890,Home_ONT,Home_ONT-01890,69.16280496,34.52322581,6,SP-0112,Active,1,Customer ONT,1,2
ONT-01891,Home_ONT,Home_ONT-01891,69.1625677,34.52330261,6,SP-0112,Active,1,Customer ONT,1,2
ONT-01892,Home_ONT,Home_ONT-01892,69.16235547,34.52332611,6,SP-0112,Active,1,Customer ONT,1,2
ONT-01893,Home_ONT,Home_ONT-01893,69.16214533,34.52343831,6,SP-0112,Active,1,Customer ONT,1,2
ONT-01894,Home_ONT,Home_ONT-01894,69.16193041,34.52331688,6,SP-0112,Active,1,Customer ONT,1,2
ONT-01895,Home_ONT,Home_ONT-01895,69.1617819,34.52311397,6,SP-0112,Active,1,Customer ONT,1,2
ONT-01896,Home_ONT,Home_ONT-01896,69.16158985,34.52290358,6,SP-0112,Active,1,Customer ONT,1,2
ONT-01897,Home_ONT,Home_ONT-01897,69.16164473,34.52272106,6,SP-0112,Planned,1,Customer ONT,1,2
ONT-01898,Home_ONT,Home_ONT-01898,69.16174858,34.52251097,6,SP-0112,Active,1,Customer ONT,1,2
ONT-01899,Home_ONT,Home_ONT-01899,69.16189152,34.5223265,6,SP-0112,Active,1,Customer ONT,1,2
ONT-01900,Home_ONT,Home_ONT-01900,69.16211537,34.52221283,6,SP-0112,Active,1,Customer ONT,1,2
ONT-01901,Home_ONT,Home_ONT-01901,69.16237351,34.52227634,6,SP-0112,Active,1,Customer ONT,1,2
ONT-01902,Home_ONT,Home_ONT-01902,69.16258529,34.52227939,6,SP-0112,Active,1,Customer ONT,1,2
ONT-01903,Home_ONT,Home_ONT-01903,69.16284154,34.5223746,6,SP-0112,Active,1,Customer ONT,1,2
ONT-01904,Home_ONT,Home_ONT-01904,69.16298361,34.52255405,6,SP-0112,Active,1,Customer ONT,1,2
ONT-01905,Home_ONT,Home_ONT-01905,69.16135113,34.51482474,6,SP-0113,Active,1,Customer ONT,1,2
ONT-01906,Home_ONT,Home_ONT-01906,69.16121672,34.51505011,6,SP-0113,Active,1,Customer ONT,1,2
ONT-01907,Home_ONT,Home_ONT-01907,69.16107079,34.51524952,6,SP-0113,Active,1,Customer ONT,1,2
ONT-01908,Home_ONT,Home_ONT-01908,69.16079746,34.51530916,6,SP-0113,Active,1,Customer ONT,1,2
ONT-01909,Home_ONT,Home_ONT-01909,69.16063179,34.51554136,6,SP-0113,Active,1,Customer ONT,1,2
ONT-01910,Home_ONT,Home_ONT-01910,69.16034954,34.51549367,6,SP-0113,Active,1,Customer ONT,1,2
ONT-01911,Home_ONT,Home_ONT-01911,69.16012724,34.51534752,6,SP-0113,Active,1,Customer ONT,1,2
ONT-01912,Home_ONT,Home_ONT-01912,69.15988899,34.51516868,6,SP-0113,Active,1,Customer ONT,1,2
ONT-01913,Home_ONT,Home_ONT-01913,69.15989871,34.51492268,6,SP-0113,Active,1,Customer ONT,1,2
ONT-01914,Home_ONT,Home_ONT-01914,69.15987749,34.51471083,6,SP-0113,Active,1,Customer ONT,1,2
ONT-01915,Home_ONT,Home_ONT-01915,69.15999642,34.51454363,6,SP-0113,Active,1,Customer ONT,1,2
ONT-01916,Home_ONT,Home_ONT-01916,69.16013358,34.51436326,6,SP-0113,Active,1,Customer ONT,1,2
ONT-01917,Home_ONT,Home_ONT-01917,69.16036563,34.51431169,6,SP-0113,Active,1,Customer ONT,1,2
ONT-01918,Home_ONT,Home_ONT-01918,69.16058417,34.51429622,6,SP-0113,Active,1,Customer ONT,1,2
ONT-01919,Home_ONT,Home_ONT-01919,69.16084117,34.51426759,6,SP-0113,Active,1,Customer ONT,1,2
ONT-01920,Home_ONT,Home_ONT-01920,69.16111585,34.51438534,6,SP-0113,Active,1,Customer ONT,1,2
ONT-01921,Home_ONT,Home_ONT-01921,69.16123442,34.51459703,6,SP-0113,Active,1,Customer ONT,1,2
ONT-01922,Home_ONT,Home_ONT-01922,69.16139592,34.51582038,6,SP-0114,Active,1,Customer ONT,1,2
ONT-01923,Home_ONT,Home_ONT-01923,69.16137978,34.51608619,6,SP-0114,Active,1,Customer ONT,1,2
ONT-01924,Home_ONT,Home_ONT-01924,69.16125921,34.51631236,6,SP-0114,Active,1,Customer ONT,1,2
ONT-01925,Home_ONT,Home_ONT-01925,69.16093101,34.51629756,6,SP-0114,Active,1,Customer ONT,1,2
ONT-01926,Home_ONT,Home_ONT-01926,69.16075305,34.51639508,6,SP-0114,Active,1,Customer ONT,1,2
ONT-01927,Home_ONT,Home_ONT-01927,69.16054316,34.51641249,6,SP-0114,Active,1,Customer ONT,1,2
ONT-01928,Home_ONT,Home_ONT-01928,69.16032925,34.51625543,6,SP-0114,Active,1,Customer ONT,1,2
ONT-01929,Home_ONT,Home_ONT-01929,69.16021731,34.51608955,6,SP-0114,Active,1,Customer ONT,1,2
ONT-01930,Home_ONT,Home_ONT-01930,69.16005531,34.51595877,6,SP-0114,Active,1,Customer ONT,1,2
ONT-01931,Home_ONT,Home_ONT-01931,69.16007249,34.5157109,6,SP-0114,Active,1,Customer ONT,1,2
ONT-01932,Home_ONT,Home_ONT-01932,69.16012613,34.51549621,6,SP-0114,Active,1,Customer ONT,1,2
ONT-01933,Home_ONT,Home_ONT-01933,69.1602463,34.51528349,6,SP-0114,Active,1,Customer ONT,1,2
ONT-01934,Home_ONT,Home_ONT-01934,69.16050309,34.51530855,6,SP-0114,Planned,1,Customer ONT,1,2
ONT-01935,Home_ONT,Home_ONT-01935,69.16080537,34.51515093,6,SP-0114,Active,1,Customer ONT,1,2
ONT-01936,Home_ONT,Home_ONT-01936,69.16097494,34.51532579,6,SP-0114,Active,1,Customer ONT,1,2
ONT-01937,Home_ONT,Home_ONT-01937,69.16111321,34.51548683,6,SP-0114,Active,1,Customer ONT,1,2
ONT-01938,Home_ONT,Home_ONT-01938,69.16139044,34.51562861,6,SP-0114,Active,1,Customer ONT,1,2
ONT-01939,Home_ONT,Home_ONT-01939,69.16078266,34.51693061,6,SP-0115,Active,1,Customer ONT,1,2
ONT-01940,Home_ONT,Home_ONT-01940,69.16092184,34.51717419,6,SP-0115,Active,1,Customer ONT,1,2
ONT-01941,Home_ONT,Home_ONT-01941,69.16071434,34.51735746,6,SP-0115,Active,1,Customer ONT,1,2
ONT-01942,Home_ONT,Home_ONT-01942,69.16046014,34.51741351,6,SP-0115,Active,1,Customer ONT,1,2
ONT-01943,Home_ONT,Home_ONT-01943,69.16030903,34.51755443,6,SP-0115,Active,1,Customer ONT,1,2
ONT-01944,Home_ONT,Home_ONT-01944,69.15998237,34.51760852,6,SP-0115,Active,1,Customer ONT,1,2
ONT-01945,Home_ONT,Home_ONT-01945,69.15989642,34.51737992,6,SP-0115,Active,1,Customer ONT,1,2
ONT-01946,Home_ONT,Home_ONT-01946,69.15956304,34.51733132,6,SP-0115,Active,1,Customer ONT,1,2
ONT-01947,Home_ONT,Home_ONT-01947,69.15961691,34.51701742,6,SP-0115,Active,1,Customer ONT,1,2
ONT-01948,Home_ONT,Home_ONT-01948,69.15962598,34.51684514,6,SP-0115,Active,1,Customer ONT,1,2
ONT-01949,Home_ONT,Home_ONT-01949,69.15971595,34.51667532,6,SP-0115,Active,1,Customer ONT,1,2
