LON,LAT,ELEV_M
69.24,34.56,1803.6
69.24,34.565,1805.6
69.24,34.57,1807.6
69.24,34.575,1809.6
69.24,34.58,1811.6
69.24,34.585,1813.6
69.24,34.59,1815.6
69.24,34.595,1817.6
69.24,34.6,1819.6
69.24,34.605,1821.6
69.24,34.61,1823.6
69.245,34.46,1764.0
69.245,34.465,1766.0
69.245,34.47,1768.0
69.245,34.475,1770.0
69.245,34.48,1772.1
69.245,34.485,1774.1
69.245,34.49,1776.2
69.245,34.495,1778.3
69.245,34.5,1780.5
69.245,34.505,1782.5
69.245,34.51,1784.6
69.245,34.515,1786.5
69.245,34.52,1788.4
69.245,34.525,1790.3
69.245,34.53,1792.2
69.245,34.535,1794.1
69.245,34.54,1796.1
69.245,34.545,1798.0
69.245,34.55,1800.0
69.245,34.555,1802.0
69.245,34.56,1804.0
69.245,34.565,1806.0
69.245,34.57,1808.0
69.245,34.575,1810.0
69.245,34.58,1812.0
69.245,34.585,1814.0
69.245,34.59,1816.0
69.245,34.595,1818.0
69.245,34.6,1820.0
69.245,34.605,1822.0
69.245,34.61,1824.0
69.25,34.46,1764.4
69.25,34.465,1766.4
69.25,34.47,1768.4
69.25,34.475,1770.4
69.25,34.48,1772.4
69.25,34.485,1774.4
69.25,34.49,1776.5
69.25,34.495,1778.5
69.25,34.5,1780.5
69.25,34.505,1782.6
69.25,34.51,1784.6
69.25,34.515,1786.6
69.25,34.52,1788.5
69.25,34.525,1790.5
69.25,34.53,1792.5
69.25,34.535,1794.4
69.25,34.54,1796.4
69.25,34.545,1798.4
69.25,34.55,1800.4
69.25,34.555,1802.4
69.25,34.56,1804.4
69.25,34.565,1806.4
69.25,34.57,1808.4
69.25,34.575,1810.4
69.25,34.58,1812.4
69.25,34.585,1814.4
69.25,34.59,1816.4
69.25,34.595,1818.4
69.25,34.6,1820.4
69.25,34.605,1822.4
69.25,34.61,1824.4
